chr	3utr_start	3utr_end	gene_name
chr3	152881034	152886265	RAP2B
chr3	155655481	155661815	GMPS
chr3	155655481	155661815	GMPS
chr3	156254536	156256334	KCNAB1
chr3	156254536	156256393	KCNAB1
chr3	156254536	156256545	KCNAB1
chr3	15686995	15687329	BTD
chr3	15686995	15687222	BTD
chr3	15708742	15711776	ANKRD28
chr3	157160768	157161417	PTX3
chr3	160151597	160152750	SMC4
chr3	160151597	160152741	SMC4
chr3	160151597	160152750	SMC4
chr3	160151597	160152741	SMC4
chr3	160151597	160152750	SMC4
chr3	160151597	160152741	SMC4
chr3	160153290	160155759	TRIM59
chr3	160153290	160155759	TRIM59
chr3	160153290	160155759	TRIM59
chr3	160153290	160155759	TRIM59
chr3	160212782	160219891	KPNA4
chr3	160212782	160219891	KPNA4
chr3	160786945	160796695	PPM1L
chr3	160786945	160796695	PPM1L
chr3	160786945	160796695	PPM1L
chr3	160786945	160796695	PPM1L
chr3	160801670	160803546	B3GALNT1
chr3	160801684	160803546	B3GALNT1
chr3	170177371	170184842	SLC7A14
chr3	170177371	170184842	SLC7A14
chr3	170606203	170611148	EIF5A2
chr3	179116989	179119000	GNB4
chr3	179341828	179345435	NDUFB5
chr3	179341828	179345435	NDUFB5
chr3	179501929	179507189	USP13
chr3	179501929	179507189	USP13
chr3	180694080	180700541	FXR1
chr3	180701496	180702427	DNAJC19
chr3	182635892	182639423	ATP11B
chr3	182635892	182639423	ATP11B
chr3	182655861	182662881	DCUN1D1
chr3	182655861	182662881	DCUN1D1
chr3	182840000	182841868	LAMP3
chr3	183205318	183209714	KLHL6
chr3	183528371	183530413	YEATS2
chr3	183637721	183639087	ABCC5
chr3	183778140	183778459	HTR3C
chr3	183862731	183863098	EIF2B5
chr3	183888543	183891398	DVL3
chr3	183888543	183891398	DVL3
chr3	183977000	183977944	CAMK2N2
chr3	184062758	184064061	FAM131A
chr3	184062758	184064063	FAM131A
chr3	184795837	184800794	C3orf70
chr3	184795837	184800794	C3orf70
chr3	185200244	185206885	MAP3K13
chr3	185347632	185351339	SENP2
chr3	185347632	185351339	SENP2
chr3	185434599	185435955	C3orf65
chr3	186370420	186370797	FETUB
chr3	186935941	186937858	MASP1
chr3	189038609	189043093	TPRG1
chr3	189038609	189043093	TPRG1
chr3	193412394	193415600	OPA1
chr3	193412394	193415612	OPA1
chr3	193856022	193856521	HES1
chr3	194075975	194080026	LRRC15
chr3	196662277	196663881	NCBP2
chr3	196662304	196663881	NCBP2
chr3	196663647	196663881	NCBP2
chr3	196769430	196771493	DLG1
chr3	197508780	197514467	FYTTD1
chr3	197765538	197770591	LMLN
chr3	197765538	197770591	LMLN
chr3	20194017	20195896	KAT2B
chr3	28361120	28366633	CMC1
chr3	28362537	28365532	AZI2
chr3	3189838	3190707	TRNT1
chr3	33131912	33134325	TMPPE
chr3	33131916	33134325	TMPPE
chr3	33429827	33431822	UBP1
chr3	33429830	33431822	UBP1
chr3	33429827	33431822	UBP1
chr3	33429830	33431822	UBP1
chr3	33908017	33911194	PDCD6IP
chr3	35725521	35727377	ARPP21
chr3	36587781	36589499	STAC
chr3	37027356	37032744	EPM2AIP1
chr3	37027356	37032744	EPM2AIP1
chr3	37094146	37095341	LRRFIP2
chr3	37094146	37095341	LRRFIP2
chr3	37094494	37095341	LRRFIP2
chr3	37095211	37095341	LRRFIP2
chr3	37407570	37408242	GOLGA4
chr3	37407594	37408240	GOLGA4
chr3	37407594	37408236	GOLGA4
chr3	37860480	37865005	ITGA9
chr3	38294382	38296979	OXSR1
chr3	38524823	38534633	ACVR2B
chr3	38524823	38534633	ACVR2B
chr3	38524823	38534633	ACVR2B
chr3	38524823	38534633	ACVR2B
chr3	38589552	38591811	SCN5A
chr3	38589556	38591811	SCN5A
chr3	38589552	38591811	SCN5A
chr3	38589556	38591811	SCN5A
chr3	38589552	38591811	SCN5A
chr3	38589556	38591811	SCN5A
chr3	38887259	38888184	SCN11A
chr3	39138149	39139726	GORASP1
chr3	39138158	39139726	GORASP1
chr3	39554913	39557494	MOBP
chr3	40574581	40579187	ZNF621
chr3	42577773	42579059	VIPR1
chr3	43097878	43098024	FAM198A
chr3	43097878	43099176	FAM198A
chr3	43120725	43121180	POMGNT2
chr3	44636681	44641186	ZNF660
chr3	44776729	44778575	ZNF501
chr3	44776729	44778575	ZNF501
chr3	44776729	44778575	ZNF501
chr3	447394	451090	CHL1
chr3	447394	451090	CHL1
chr3	447394	451090	CHL1
chr3	45123769	45127129	CDCP1
chr3	45718551	45727830	LIMD1
chr3	45785161	45786916	SACM1L
chr3	47050810	47051193	NBEAL2
chr3	47385431	47388306	KLHL18
chr3	48310276	48312477	ZNF589
chr3	48445260	48445892	PLXNB1
chr3	48445262	48445892	PLXNB1
chr3	48599159	48600218	UCN2
chr3	48730880	48731581	IP6K2
chr3	48730880	48731581	IP6K2
chr3	48784011	48789017	PRKAR2A
chr3	48787080	48789017	PRKAR2A
chr3	49020703	49023815	ARIH2
chr3	49044340	49044587	P4HTM
chr3	49044340	49044548	P4HTM
chr3	49213234	49213917	KLHDC8B
chr3	49452295	49453908	TCTA
chr3	49454211	49454972	AMT
chr3	49758908	49759184	GMPPB
chr3	49757356	49759184	GMPPB
chr3	49761726	49764554	IP6K1
chr3	50617848	50622366	HEMK1
chr3	50617848	50622366	HEMK1
chr3	50643926	50645037	CISH
chr3	50643952	50645037	CISH
chr3	50643926	50645037	CISH
chr3	50643952	50645037	CISH
chr3	51418990	51421629	DOCK3
chr3	51431503	51435330	RBM15B
chr3	51697436	51702683	RAD54L2
chr3	51697436	51702683	RAD54L2
chr3	52558372	52558511	STAB1
chr3	52558402	52558485	NT5DC2
chr3	52558404	52558485	NT5DC2
chr3	53258722	53259771	TKT
chr3	53258729	53259625	TKT
chr3	53258722	53259771	TKT
chr3	53258729	53259625	TKT
chr3	57913115	57914666	SLMAP
chr3	57913115	57914675	SLMAP
chr3	58156489	58157978	FLNB
chr3	58413356	58413760	PDHB
chr3	58413398	58413760	PDHB
chr3	64079542	64084726	PRICKLE2
chr3	64079542	64084726	PRICKLE2
chr3	69153787	69155217	ARL6IP5
chr3	69219140	69221011	FRMD4B
chr3	71724566	71733832	EIF4E3
chr3	71724566	71733832	EIF4E3
chr3	73024310	73026077	GXYLT2
chr3	74311718	74313551	CNTN3
chr3	74311718	74313551	CNTN3
chr3	74311718	74313551	CNTN3
chr3	77695206	77699115	ROBO2
chr3	77695206	77699115	ROBO2
chr3	86115933	86123579	CADM2
chr3	86987118	86996173	VGLL3
chr3	86987118	86996173	VGLL3
chr3	86987118	86996173	VGLL3
chr3	88101093	88104622	CGGBP1
chr3	8918759	8923040	RAD18
chr3	93772107	93774123	ARL13B
chr3	93776765	93779791	DHFRL1
chr3	93776767	93779791	DHFRL1
chr3	93845334	93847389	NSUN3
chr3	97662158	97663807	CRYBG3
chr3	97660661	97664027	MINA
chr3	98298285	98299526	CPOX
chr3	98514784	98518215	DCBLD2
chr3	99514980	99518070	COL8A1
chr4	100197523	100197780	ADH1A
chr4	10488018	10492090	CLNK
chr4	106197676	106200960	TET2
chr4	106890147	106892831	NPNT
chr4	106890147	106890604	NPNT
chr4	106890147	106890628	NPNT
chr4	106890147	106890473	NPNT
chr4	108831709	108836203	SGMS2
chr4	108831709	108836203	SGMS2
chr4	108871579	108874613	CYP2U1
chr4	108968700	108969907	LEF1
chr4	108969572	108969907	LEF1
chr4	111482714	111486441	ENPEP
chr4	111482714	111486441	ENPEP
chr4	11394773	11400705	HS3ST1
chr4	11394773	11400705	HS3ST1
chr4	129783407	129785236	JADE1
chr4	130032946	130037795	C4orf33
chr4	130032946	130037795	C4orf33
chr4	134111315	134115765	PCDH10
chr4	13542453	13543616	NKX3-2
chr4	139085250	139093109	SLC7A11
chr4	139085250	139093109	SLC7A11
chr4	139085250	139093109	SLC7A11
chr4	140309238	140312536	NAA15
chr4	140309238	140312536	NAA15
chr4	140309238	140312536	NAA15
chr4	140427189	140432816	SETD7
chr4	140427189	140432816	SETD7
chr4	141302258	141306880	SCOC
chr4	141471529	141474924	ELMOD2
chr4	141541918	141543348	TBC1D9
chr4	141780960	141789414	RNF150
chr4	143066992	143067149	INPP4B
chr4	143081510	143081714	INPP4B
chr4	143304968	143305245	INPP4B
chr4	144390342	144395721	GAB1
chr4	144474337	144478639	SMARCA5
chr4	144474337	144478639	SMARCA5
chr4	144474337	144478639	SMARCA5
chr4	145659109	145666423	HHIP
chr4	146576586	146581187	MMAA
chr4	148463770	148466106	EDNRA
chr4	15444423	15447789	C1QTNF7
chr4	155491802	155492238	FGB
chr4	15606161	15607345	FBXL5
chr4	15850225	15854853	CD38
chr4	159174679	159176563	TMEM144
chr4	159174679	159176563	TMEM144
chr4	159573207	159574524	RXFP1
chr4	159587830	159590764	C4orf46
chr4	15969850	15970991	PROM1
chr4	15969852	15970991	PROM1
chr4	169908740	169911300	CBR4
chr4	169908740	169911300	CBR4
chr4	170015406	170017669	SH3RF1
chr4	170015406	170017669	SH3RF1
chr4	170015406	170017669	SH3RF1
chr4	170015406	170017669	SH3RF1
chr4	170015406	170017669	SH3RF1
chr4	170641148	170644824	CLCN3
chr4	170641216	170641696	CLCN3
chr4	170641148	170641429	CLCN3
chr4	170641148	170644824	CLCN3
chr4	1717678	1719136	TMEM129
chr4	1717679	1718906	TMEM129
chr4	1717678	1719136	TMEM129
chr4	1717679	1718906	TMEM129
chr4	174305851	174309491	SCRG1
chr4	175252746	175254531	CEP44
chr4	175252632	175253444	CEP44
chr4	17625421	17635728	MED28
chr4	185009858	185012329	ENPP6
chr4	186080818	186083951	KIAA1430
chr4	186080818	186083951	KIAA1430
chr4	186321442	186321545	UFSP2
chr4	187006027	187009223	TLR3
chr4	187093141	187093294	FAM149A
chr4	187093141	187093821	FAM149A
chr4	188924894	188926204	ZFP42
chr4	2065854	2070816	NAT8L
chr4	20730238	20731704	KCNIP4
chr4	20730828	20731704	KCNIP4
chr4	20730832	20731704	KCNIP4
chr4	20730858	20731704	KCNIP4
chr4	2249158	2252270	MXD4
chr4	2249158	2252270	MXD4
chr4	2249158	2252270	MXD4
chr4	2271308	2272451	ZFYVE28
chr4	2271324	2272451	ZFYVE28
chr4	2272065	2272451	ZFYVE28
chr4	2272221	2272451	ZFYVE28
chr4	25000468	25005072	LGI2
chr4	25000468	25005072	LGI2
chr4	25749054	25750046	SEL1L3
chr4	2733595	2734279	FAM193A
chr4	2733595	2734292	FAM193A
chr4	2835561	2842825	SH3BP2
chr4	2929898	2931789	ADD1
chr4	2929898	2931789	ADD1
chr4	2929898	2931789	ADD1
chr4	3241786	3245676	HTT
chr4	3257692	3258030	MSANTD1
chr4	36067619	36069528	ARAP2
chr4	39450306	39453156	KLB
chr4	39450306	39453156	KLB
chr4	40155857	40159872	N4BP2
chr4	40155857	40159872	N4BP2
chr4	40425283	40427920	RBM47
chr4	40426354	40427920	RBM47
chr4	40427428	40427920	RBM47
chr4	42088143	42092474	SLC30A9
chr4	44703884	44705097	GNPDA2
chr4	46037785	46043004	GABRG1
chr4	46262788	46263897	GABRA2
chr4	46262788	46263897	GABRA2
chr4	46920916	46930241	GABRA4
chr4	46920916	46930241	GABRA4
chr4	46920916	46930241	GABRA4
chr4	47428035	47428461	GABRB1
chr4	47596014	47597737	CORIN
chr4	48038189	48042188	NIPAL1
chr4	48424094	48428229	SLAIN2
chr4	48424094	48428229	SLAIN2
chr4	533158	533318	PIGG
chr4	533158	533314	PIGG
chr4	53457137	53463805	USP46
chr4	53463746	53463805	USP46
chr4	53457137	53463805	USP46
chr4	6304195	6304992	WFS1
chr4	6322304	6325028	PPP2R2C
chr4	6623012	6625089	MAN2B2
chr4	666224	666288	ATP5I
chr4	68776018	68777059	TMPRSS11A
chr4	6882693	6885891	KIAA0232
chr4	69176104	69179816	YTHDC1
chr4	69176104	69179816	YTHDC1
chr4	69176104	69179816	YTHDC1
chr4	70454134	70455089	UGT2A1
chr4	70454134	70455089	UGT2A1
chr4	70454134	70455089	UGT2A1
chr4	70454134	70455089	UGT2A1
chr4	70454911	70455089	UGT2A1
chr4	70454134	70455089	UGT2A1
chr4	70454911	70455089	UGT2A1
chr4	70586879	70592805	SULT1B1
chr4	7056781	7059679	TADA2B
chr4	7060632	7062588	GRPEL1
chr4	7060632	7062588	GRPEL1
chr4	70820973	70821310	CSN2
chr4	70867905	70868170	STATH
chr4	70867905	70868172	STATH
chr4	70898937	70898970	HTN3
chr4	71028411	71030656	C4orf40
chr4	71510572	71512541	ENAM
chr4	71657014	71659274	RUFY3
chr4	71681498	71686578	GRSF1
chr4	73012694	73013529	NPFFR2
chr4	74437266	74441951	RASSF6
chr4	74438861	74441951	RASSF6
chr4	74440287	74441951	RASSF6
chr4	74861358	74863353	CXCL5
chr4	74861358	74863353	CXCL5
chr4	74861358	74863353	CXCL5
chr4	759867	764428	PCGF3
chr4	759867	764428	PCGF3
chr4	759867	764428	PCGF3
chr4	759867	764428	PCGF3
chr4	759867	764428	PCGF3
chr4	7741991	7744554	SORCS2
chr4	77700330	77704406	SHROOM3
chr4	77700330	77704406	SHROOM3
chr4	78087077	78091212	CCNG2
chr4	78087077	78091212	CCNG2
chr4	78087077	78091212	CCNG2
chr4	78087077	78091212	CCNG2
chr4	78087077	78091212	CCNG2
chr4	78087077	78091212	CCNG2
chr4	78087077	78091212	CCNG2
chr4	78087077	78091212	CCNG2
chr4	78087077	78091212	CCNG2
chr4	7967038	7968716	ABLIM2
chr4	79833031	79841692	PAQR3
chr4	79833031	79841692	PAQR3
chr4	79833031	79841692	PAQR3
chr4	79833031	79841692	PAQR3
chr4	80237806	80238945	NAA11
chr4	80327507	80327692	GK2
chr4	80822302	80828582	ANTXR2
chr4	81207826	81211348	FGF5
chr4	81207495	81212171	FGF5
chr4	81207826	81211348	FGF5
chr4	81207495	81212171	FGF5
chr4	81974690	81978685	BMP3
chr4	8307863	8308838	HTRA3
chr4	8307863	8308838	HTRA3
chr4	8307863	8308838	HTRA3
chr4	83343716	83346036	HNRNPDL
chr4	83840077	83841122	THAP9
chr4	84213613	84216496	HPSE
chr4	84213613	84216496	HPSE
chr4	8477728	8478253	TRMT44
chr4	85413139	85414441	NKX6-1
chr4	85590762	85594020	WDFY3
chr4	86921875	86923823	ARHGAP24
chr4	86921875	86923821	ARHGAP24
chr4	88996846	88998929	PKD2
chr4	88996846	88998929	PKD2
chr4	89011420	89013385	ABCG2
chr4	90157536	90168930	GPRIN3
chr4	90157536	90168930	GPRIN3
chr4	96083654	96090384	UNC5C
chr4	96083654	96090384	UNC5C
chr4	99391517	99393672	TSPAN5
chr4	99792834	99802178	EIF4E
chr5	101707485	101707827	SLCO6A1
chr5	101707648	101707827	SLCO6A1
chr5	10226844	10227552	FAM173B
chr5	10227067	10227552	FAM173B
chr5	102421703	102423876	GIN1
chr5	102422036	102423601	GIN1
chr5	102537335	102538907	PPIP5K2
chr5	102537335	102548500	PPIP5K2
chr5	102537335	102538907	PPIP5K2
chr5	102537335	102548500	PPIP5K2
chr5	102537335	102548500	PPIP5K2
chr5	102537335	102548500	PPIP5K2
chr5	102537335	102548500	PPIP5K2
chr5	102537335	102548500	PPIP5K2
chr5	102537335	102548500	PPIP5K2
chr5	10264895	10266524	CCT5
chr5	10264895	10266524	CCT5
chr5	10264895	10266524	CCT5
chr5	10264895	10266524	CCT5
chr5	10279388	10280564	CMBL
chr5	10433796	10440500	MARCH6
chr5	10433796	10440500	MARCH6
chr5	10433796	10440500	MARCH6
chr5	108523276	108532542	FER
chr5	110462581	110466200	WDR36
chr5	110462581	110462643	WDR36
chr5	112349181	112355820	DCP2
chr5	112349181	112356667	DCP2
chr5	112357795	112362998	MCC
chr5	112357795	112362998	MCC
chr5	112357795	112362998	MCC
chr5	114460458	114462199	TRIM36
chr5	114460459	114462199	TRIM36
chr5	115361815	115363299	AQPEP
chr5	115779311	115782308	SEMA6A
chr5	121398889	121402437	LOX
chr5	122522895	122529960	PRDM6
chr5	125828648	125830063	GRAMD3
chr5	125828648	125830063	GRAMD3
chr5	125877532	125880656	ALDH7A1
chr5	127663990	127664337	FBN2
chr5	129521484	129522327	CHSY3
chr5	130535294	130541119	LYRM7
chr5	130727610	130730383	CDC42SE2
chr5	130977406	130980377	FNIP1
chr5	130977406	130980377	FNIP1
chr5	131285665	131289926	ACSL6
chr5	132028319	132032325	KIF3A
chr5	132088662	132089856	CCNI2
chr5	132157832	132158487	SHROOM1
chr5	132211070	132216750	AFF4
chr5	132211070	132216750	AFF4
chr5	133481994	133483688	TCF7
chr5	133481895	133483920	TCF7
chr5	133481994	133483920	TCF7
chr5	133737777	133738605	CDKN2AIPNL
chr5	133746239	133746754	CDKN2AIPNL
chr5	133936833	133942639	SAR1B
chr5	133936833	133942639	SAR1B
chr5	134679156	134680375	C5orf66
chr5	134779907	134785143	TIFAB
chr5	137620953	137621380	CDC25C
chr5	137682648	137685416	FAM53C
chr5	138702884	138703320	SLC23A1
chr5	1392908	1394849	SLC6A3
chr5	140052757	140053841	HARS
chr5	140053488	140053841	HARS
chr5	140053490	140053841	HARS
chr5	140053499	140053841	HARS
chr5	140482624	140483406	PCDHB3
chr5	140574528	140575215	PCDHB10
chr5	140890740	140892546	PCDHGA2
chr5	140890740	140892546	PCDHGA3
chr5	140890740	140892546	PCDHGA8
chr5	140890740	140892546	PCDHGA10
chr5	140890740	140892546	PCDHGB7
chr5	140890740	140891835	PCDHGA11
chr5	140890740	140892546	PCDHGA12
chr5	140890740	140892542	PCDHGC3
chr5	140890740	140892546	PCDHGC4
chr5	140890740	140892546	PCDHGC5
chr5	141689991	141693773	SPRY4
chr5	141689991	141693773	SPRY4
chr5	142602011	142606050	ARHGAP26
chr5	142602011	142608576	ARHGAP26
chr5	142657495	142661453	NR3C1
chr5	142657500	142658928	NR3C1
chr5	142657495	142661453	NR3C1
chr5	142657500	142658928	NR3C1
chr5	142657495	142661453	NR3C1
chr5	142657495	142661453	NR3C1
chr5	142660726	142661453	NR3C1
chr5	1461537	1463765	LPCAT1
chr5	14704912	14711305	ANKH
chr5	149599053	149602272	CAMK2A
chr5	153190785	153193429	GRIA1
chr5	153835588	153840614	SAP30L
chr5	153835588	153840614	SAP30L
chr5	153835588	153840614	SAP30L
chr5	156512842	156514112	HAVCR2
chr5	156564422	156565740	MED7
chr5	156588856	156589457	FAM71B
chr5	157182272	157187717	LSM11
chr5	157182272	157187717	LSM11
chr5	158122927	158126118	EBF1
chr5	159502888	159505161	PWWP2A
chr5	159502888	159505161	PWWP2A
chr5	159502888	159505161	PWWP2A
chr5	159828647	159830291	SLU7
chr5	159828647	159830291	SLU7
chr5	159990126	159992459	ATP10B
chr5	16665394	16666800	MYO10
chr5	16665394	16666800	MYO10
chr5	169673240	169675700	LCP2
chr5	169801674	169805707	KCNMB1
chr5	170669685	170670068	RANBP17
chr5	170725862	170727019	RANBP17
chr5	170725765	170727019	RANBP17
chr5	171636643	171638833	UBTD2
chr5	171760502	171765372	SH3PXD2B
chr5	171760502	171765372	SH3PXD2B
chr5	172113928	172118543	NEURL1B
chr5	172342081	172345338	ERGIC1
chr5	172342081	172345338	ERGIC1
chr5	174953737	174956745	SFXN1
chr5	175798898	175808912	ARL10
chr5	175798898	175808912	ARL10
chr5	175798898	175808912	ARL10
chr5	175933951	175937075	FAF2
chr5	176084699	176086021	TSPAN17
chr5	176083961	176086055	TSPAN17
chr5	176491600	176492986	ZNF346
chr5	176816726	176817514	SLC34A1
chr5	177549002	177553088	N4BP3
chr5	177549002	177553088	N4BP3
chr5	178507098	178510538	ZNF354C
chr5	180217540	180218633	MGAT1
chr5	180217542	180218633	MGAT1
chr5	180217547	180218633	MGAT1
chr5	180376955	180377906	BTNL8
chr5	180376955	180377612	BTNL8
chr5	180620923	180622165	TRIM7
chr5	1877540	1878082	IRX4
chr5	32601190	32604185	SUB1
chr5	33523639	33527292	ADAMTS12
chr5	33523639	33527292	ADAMTS12
chr5	33938255	33939023	RXFP3
chr5	36686371	36688436	SLC1A3
chr5	37288238	37292001	NUP155
chr5	40692480	40693837	PTGER4
chr5	40714576	40716246	TTC33
chr5	40825363	40832605	RPL37
chr5	40825363	40832605	RPL37
chr5	40825363	40832605	RPL37
chr5	40825363	40832605	RPL37
chr5	40825363	40832605	RPL37
chr5	40825363	40832605	RPL37
chr5	40825363	40832605	RPL37
chr5	40825363	40832605	RPL37
chr5	40825363	40832605	RPL37
chr5	40825363	40832605	RPL37
chr5	40825363	40832605	RPL37
chr5	40854548	40855456	CARD6
chr5	41307055	41313718	PLCXD3
chr5	41307055	41313718	PLCXD3
chr5	41307055	41313718	PLCXD3
chr5	45259348	45262022	HCN1
chr5	45259348	45262022	HCN1
chr5	50137902	50142356	PARP8
chr5	52248281	52255040	ITGA1
chr5	52248281	52255040	ITGA1
chr5	52248281	52255040	ITGA1
chr5	52248281	52255040	ITGA1
chr5	54273691	54275159	ESM1
chr5	54274314	54275159	ESM1
chr5	54408822	54410045	CDC20B
chr5	54409160	54410045	CDC20B
chr5	61683080	61684836	DIMT1
chr5	6371993	6372615	MED10
chr5	63905079	63908139	RGS7BP
chr5	64013970	64020210	SREK1IP1
chr5	64013970	64020210	SREK1IP1
chr5	64013970	64020210	SREK1IP1
chr5	64013970	64020210	SREK1IP1
chr5	64013970	64020210	SREK1IP1
chr5	6491462	6495022	UBE2QL1
chr5	65118743	65125111	NLN
chr5	65118743	65125111	NLN
chr5	65374358	65378377	ERBB2IP
chr5	65474696	65479443	SREK1
chr5	66478102	66478684	CD180
chr5	6755058	6757161	PAPD7
chr5	70860712	70863647	BDP1
chr5	70860712	70863647	BDP1
chr5	71501066	71505395	MAP1B
chr5	71515235	71516735	MRPS27
chr5	72204535	72212560	TNPO1
chr5	72204535	72212560	TNPO1
chr5	72204535	72212560	TNPO1
chr5	72204535	72212560	TNPO1
chr5	73923233	73925817	ENC1
chr5	74656167	74657929	HMGCR
chr5	74666927	74670016	COL4A3BP
chr5	75621372	75625904	SV2C
chr5	75621372	75625904	SV2C
chr5	75911306	75913406	F2RL2
chr5	76722379	76723243	PDE8B
chr5	76722379	76725632	PDE8B
chr5	76726757	76728959	WDR41
chr5	76726757	76728959	WDR41
chr5	78617428	78623038	JMY
chr5	78617428	78623038	JMY
chr5	78981096	78982471	PAPD4
chr5	7900171	7901237	MTRR
chr5	7900171	7901237	MTRR
chr5	79852573	79854293	ANKRD34B
chr5	80708839	80716322	SSBP2
chr5	81569176	81571927	RPS23
chr5	81569176	81571927	RPS23
chr5	82348664	82352902	TMEM167A
chr5	93854910	93855947	KIAA0825
chr5	93985267	93985302	ANKRD32
chr5	94031017	94033326	ANKRD32
chr5	94040804	94043200	MCTP1
chr5	94042283	94043200	MCTP1
chr5	96427573	96430451	LIX1
chr6	100368627	100368815	MCHR2
chr6	100368627	100368815	MCHR2
chr6	105526658	105531207	LIN28B
chr6	105526658	105531207	LIN28B
chr6	109484173	109485135	CEP57L1
chr6	109484173	109485135	CEP57L1
chr6	109711417	109714028	PPIL6
chr6	109783796	109787053	ZBTB24
chr6	109783796	109787053	ZBTB24
chr6	109783796	109787053	ZBTB24
chr6	10980991	10984013	ELOVL2
chr6	10980991	10984013	ELOVL2
chr6	10980991	10984013	ELOVL2
chr6	110575145	110575478	CDC40
chr6	11134835	11138964	SMIM13
chr6	116252311	116263576	FRK
chr6	116252311	116263576	FRK
chr6	116565187	116570660	NT5DC1
chr6	116565187	116570660	NT5DC1
chr6	116565187	116570660	NT5DC1
chr6	116879374	116880031	FAM26D
chr6	116879374	116879738	FAM26D
chr6	118635415	118638839	SLC35F1
chr6	118781934	118786567	CEP85L
chr6	119326451	119327206	FAM184A
chr6	12164694	12165232	HIVEP1
chr6	123384906	123394072	CLVS2
chr6	123384906	123394072	CLVS2
chr6	123384906	123394072	CLVS2
chr6	125144375	125146803	NKAIN2
chr6	125583989	125584643	TPD52L1
chr6	125583989	125585553	TPD52L1
chr6	127517152	127518441	RSPO3
chr6	129897276	129899657	ARHGAP18
chr6	132211651	132216295	ENPP1
chr6	132211651	132216295	ENPP1
chr6	133002728	133004278	VNN1
chr6	13358061	13364974	GFOD1
chr6	13358061	13364974	GFOD1
chr6	133849943	133853258	EYA4
chr6	133849943	133852012	EYA4
chr6	133849943	133853258	EYA4
chr6	134212940	134216691	TCF21
chr6	135238527	135239552	ALDH8A1
chr6	135238533	135239552	ALDH8A1
chr6	135539118	135540305	MYB
chr6	135539001	135540305	MYB
chr6	135539118	135540309	MYB
chr6	135539118	135540311	MYB
chr6	13621059	13621437	NOL7
chr6	136512978	136516712	PDE7B
chr6	13786788	13791040	MCUR1
chr6	13786788	13791040	MCUR1
chr6	138734215	138743334	HEBP2
chr6	138734215	138743334	HEBP2
chr6	138743179	138745217	NHSL1
chr6	138743707	138745217	NHSL1
chr6	139224629	139226200	REPS1
chr6	139498242	139501939	HECA
chr6	139498242	139501939	HECA
chr6	139561197	139563662	TXLNB
chr6	139561197	139563662	TXLNB
chr6	142764519	142767403	GPR126
chr6	142764519	142767385	GPR126
chr6	142764652	142767385	GPR126
chr6	152446483	152450754	ESR1
chr6	153043388	153045702	MYCT1
chr6	153043388	153045702	MYCT1
chr6	153080044	153080900	VIP
chr6	154475743	154480962	IPCEF1
chr6	154479208	154480962	IPCEF1
chr6	154708637	154727487	CNKSR3
chr6	154708637	154727487	CNKSR3
chr6	154708637	154727487	CNKSR3
chr6	154708637	154727487	CNKSR3
chr6	158094154	158099178	ZDHHC14
chr6	158094154	158099178	ZDHHC14
chr6	158094154	158099178	ZDHHC14
chr6	158613189	158620376	GTF2H5
chr6	158613189	158620376	GTF2H5
chr6	158927726	158932860	TULP4
chr6	159052920	159056460	TMEM181
chr6	160090088	160103524	SOD2
chr6	160090088	160103524	SOD2
chr6	160872088	160873613	SLC22A3
chr6	160872088	160873613	SLC22A3
chr6	161551056	161557571	AGPAT4
chr6	161551056	161557571	AGPAT4
chr6	161551056	161557571	AGPAT4
chr6	161551056	161557571	AGPAT4
chr6	161768451	161771130	PARK2
chr6	161769670	161771130	PARK2
chr6	163985742	163991177	QKI
chr6	163984777	163991177	QKI
chr6	163991742	163999628	QKI
chr6	166571143	166571802	T
chr6	166719167	166720742	PRR18
chr6	166719167	166720742	PRR18
chr6	166719167	166720742	PRR18
chr6	166719167	166720742	PRR18
chr6	166719167	166720742	PRR18
chr6	166822851	166826249	RPS6KA2
chr6	166822875	166826249	RPS6KA2
chr6	166824719	166826249	RPS6KA2
chr6	170103131	170106401	C6orf120
chr6	18224098	18225949	DEK
chr6	18465298	18469105	RNF144B
chr6	18465298	18469105	RNF144B
chr6	18465298	18469105	RNF144B
chr6	26094454	26098571	HFE
chr6	26094454	26098571	HFE
chr6	26205184	26206266	HIST1H4E
chr6	35085848	35086045	TCP11
chr6	35085911	35086045	TCP11
chr6	36333970	36334421	ETV7
chr6	36333970	36334421	ETV7
chr6	36708554	36710044	CPNE5
chr6	37141867	37143202	PIM1
chr6	41242941	41243862	TREM1
chr6	41243358	41243921	TREM1
chr6	42833184	42836298	GLTSCR1L
chr6	42833184	42836298	GLTSCR1L
chr6	42833184	42836298	GLTSCR1L
chr6	45515042	45518816	RUNX2
chr6	45515042	45518816	RUNX2
chr6	46111377	46114436	ENPP4
chr6	46965439	46967958	GPR110
chr6	485132	486670	EXOC2
chr6	49519240	49519808	C6orf141
chr6	50811105	50815326	TFAP2B
chr6	64290079	64293492	PTP4A1
chr6	64290079	64293492	PTP4A1
chr6	64290079	64293492	PTP4A1
chr6	72011752	72018653	OGFRL1
chr6	7586111	7586950	DSP
chr6	7586111	7586805	DSP
chr6	7609106	7612200	SNRNP48
chr6	7609106	7612200	SNRNP48
chr6	7880576	7881655	BMP6
chr6	7881749	7883376	TXNDC5
